Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB;Label_CKP;Label_DN;périmètre;accord;désaccord_PER;désaccord_LOC;désaccord_ORG;désaccord_MISC;confusion
la;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
leanne;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
mit;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
rire;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
aise;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
e;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
mattendais;;;;;;;;;;;;;;
gure;;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
vor;;;;;;;;;;;;;;
icil;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Mon;;;;;;;;;;;;;;
pauvre;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
vene;PER;PER;PER;PER;PER;;;X;PER;;;;;X
done;PER;PER;PER;PER;PER;;;X;PER;;;;;X
sur;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bano;;;;;;;;;;;;;;
lhbas;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
jai;PER;PER;PER;PER;PER;;;X;PER;;;;;X
quelque;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ehose;PER;PER;PER;PER;PER;;;X;PER;;;;;X
a;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
dire;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
suis;;;;;;;;;;;;;;
vane;PER;PER;PER;PER;PER;;;X;PER;;;;;X
si;;;;;;;;;;;;;;
vite;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
j';;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
suis;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
essoufilee;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Quand;;;;;;;;;;;;;;
ils;;;;;;;;;;;;;;
furent;;;;;;;;;;;;;;
assis;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
dit;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
J';MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
ai;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
promis;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
de;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
madresser;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
 ;MISC;MISC;;MISC;MISC;;;X;MISC;;;;;X
vous;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
me;;;;;;;;;;;;;;
trouvais;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
peine;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
at;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
my;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
voila;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
[;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
puissiez;;;;;;;;;;;;;;
men;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
tirer;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
s;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Alors;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
raeonta;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
etait;;;;;;;;;;;;;;
arrive;;;;;;;;;;;;;;
avee;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
pre;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Colis;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
comment;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
voulu;;;;;;;;;;;;;;
enten-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
dra;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-cc:::SCOND;;;;;;;;;;;;;;
PARIIE;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pou;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
fler;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
at;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
un;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
pau;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
dur;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
pour;;;;;;;;;;;;;;
eeux;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
fant;;;;;;;;;;;;;;
mal;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
v;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tra;;;;;;;;;;;;;;
humili6;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
qu;;;;;;;;;;;;;;
j';;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
aorai;;;;;;;;;;;;;;
lua;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
eauae;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
.;;;;;;;;;;;;;;
Vais;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tes;;;;;;;;;;;;;;
ami;;;;;;;;;;;;;;
avae;PER;PER;PER;PER;PER;;;X;PER;;;;;X
la;;;;;;;;;;;;;;
pte;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Colis;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
Iut;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
aller;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
trouven;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
da;;;;;;;;;;;;;;
suite;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
mn;;;;;;;;;;;;;;
hon;PER;PER;PER;PER;PER;;;X;PER;;;;;X
grund;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
:;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
eat;;;;;;;;;;;;;;
lh;;;;;;;;;;;;;;
sur;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
eatto;;;;;;;;;;;;;;
plaae;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
";";;;;;;;;;;;;;;
pronettez;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
mua;;;;;;;;;;;;;;
part;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
eo;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
dmundera;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
me;;;;;;;;;;;;;;
cotora;;;;;;;;;;;;;;
potr;;;;;;;;;;;;;;
6pur-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
gner;;;;;;;;;;;;;;
ee;;;;;;;;;;;;;;
ohagrin;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
notro;;;;;;;;;;;;;;
muitro;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
hon;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
moi;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
No;;;;;;;;;;;;;;
t';;;;;;;;;;;;;;
inquibto;;;;;;;;;;;;;;
pus;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
leunna;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
jo;PER;PER;PER;PER;PER;;;X;PER;;;;;X
vuis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
l;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";PER;PER;PER;PER;PER;;;X;PER;;;;;X
hereher;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
lentortillerai;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
bion;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
no;;;;;;;;;;;;;;
sora;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
ustion;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
faudr;;;;;;;;;;;;;;
quil;;;;;;;;;;;;;;
uit;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
tto;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
"
";;;;;;;;;;;;;;
bion;;;;;;;;;;;;;;
dure;;;;;;;;;;;;;;
s';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
fait;;;;;;;;;;;;;;
pe;;;;;;;;;;;;;;
co;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
veux;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
ITiens;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Solungo;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
aost;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
li;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
-0;;;;;;;;;;;;;;
bas;;;;;;;;;;;;;;
uvee;;;;;;;;;;;;;;
lophine;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
va;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
-0;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
t';LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
on;;;;;;;;;;;;;;
uupres;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
olles;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
faudra;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
attandro;;;;;;;;;;;;;;
tous;;;;;;;;;;;;;;
sous;;;;;;;;;;;;;;
lo;PER;PER;PER;PER;PER;;;X;PER;;;;;X
grus;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
ormeau;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
uau;;;;;;;;;;;;;;
hout;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ln;PER;PER;PER;PER;PER;;;X;PER;;;;;X
plase;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
poui;PER;PER;PER;PER;PER;;;X;PER;;;;;X
retour-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
noer;PER;PER;PER;PER;PER;;;X;PER;;;;;X
onsemblo;PER;PER;PER;PER;PER;;;X;PER;;;;;X
h;;;;;;;;;;;;;;
li;;;;;;;;;;;;;;
muison;;;;;;;;;;;;;;
vers;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
neuf;;;;;;;;;;;;;;
heures;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
diras;;;;;;;;;;;;;;
aux;;;;;;;;;;;;;;
autres;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
n;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
eut;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
vite;;;;;;;;;;;;;;
rejoint;;;;;;;;;;;;;;
Solange;PER;PER;PER;PER;PER;;;X;PER;;;;;X
et;;;;;;;;;;;;;;
su;;;;;;;;;;;;;;
ssur;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lEn;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
promenant;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
elles;;;;;;;;;;;;;;
trouverent;;;;;;;;;;;;;;
multre;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Tixier;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
leur;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
avoir;;;;;;;;;;;;;;
lou6;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
une;;;;;;;;;;;;;;
bergre;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
6tait;;;;;;;;;;;;;;
forte;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
eomme;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
homme;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
saurait;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
tendre;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
gerbes;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
fire;;;;;;;;;;;;;;
toute;;;;;;;;;;;;;;
espeee;;;;;;;;;;;;;;
douvrage;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
besoin;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
En;;;;;;;;;;;;;;
revenant;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
dith;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Sois;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
tranquille;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
pr;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Colis;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
ne;;;;;;;;;;;;;;
fera;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
plainte;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
m';;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
meme;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
promis;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
personne;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
saurait;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
tavait;;;;;;;;;;;;;;
prise;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
avoine;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Merei;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
mave;;;;;;;;;;;;;;
tire;;;;;;;;;;;;;;
dd';;;;;;;;;;;;;;
unae;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
grande;;;;;;;;;;;;;;
peine;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
IRAMM;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
N;;;;;;;;;;;;;;
sRRVIGR;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ennn;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Gntinue;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
de;;;;;;;;;;;;;;
danner;PER;PER;PER;PER;PER;;;X;PER;;;;;X
haeuuaueup;PER;PER;PER;PER;PER;;;X;PER;;;;;X
do;PER;PER;PER;PER;PER;;;X;PER;;;;;X
aatlatiattian;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
 ";PER;PER;PER;PER;PER;;;X;PER;;;;;X
aes;PER;PER;PER;PER;PER;;;X;PER;;;;;X
maltres;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
M.;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
aur6;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
venait;;;;;;;;;;;;;;
auuvant;;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
maitrasse;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ui;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
6tait;;;;;;;;;;;;;;
parualysfe;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
na;;;;;;;;;;;;;;
pouvait;;;;;;;;;;;;;;
plua;;;;;;;;;;;;;;
marohor;;;;;;;;;;;;;;
ni;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
fhira;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Chuqua;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
fois;;;;;;;;;;;;;;
quallo;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ls;PER;PER;PER;PER;PER;;;X;PER;;;;;X
vayuit;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
ella;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
disait;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Qus;PER;PER;PER;PER;PER;;;X;PER;;;;;X
a;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
ui;;;;;;;;;;;;;;
dobligutions;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
monsieur;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ur6;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
0;;;;;;;;;;;;;;
davoir;;;;;;;;;;;;;;
pans;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
donnar;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
Jeunnal;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
"
";MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
eost;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
un;;;;;;;;;;;;;;
vui;;;;;;;;;;;;;;
tr6sor;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
notra;PER;PER;PER;PER;PER;;;X;PER;;;;;X
mison;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
u';;;;;;;;;;;;;;
ost;;;;;;;;;;;;;;
-ce;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
daviandruis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
done;PER;PER;PER;PER;PER;;;X;PER;;;;;X
-0;PER;PER;PER;PER;PER;;;X;PER;;;;;X
duns;PER;PER;PER;PER;PER;;;X;PER;;;;;X
l'6tat;PER;PER;PER;PER;PER;;;X;PER;;;;;X
oi;;;;;;;;;;;;;;
jo;;;;;;;;;;;;;;
suis;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
at;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
avoo;;;;;;;;;;;;;;
des;;;;;;;;;;;;;;
fllles;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
janes;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
javais;PER;PER;PER;PER;PER;;;X;PER;;;;;X
uno;PER;PER;PER;PER;PER;;;X;PER;;;;;X
servante;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
aoomme;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
tant;;;;;;;;;;;;;;
n;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
De;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
et6;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ennne;;;;;;;;;;;;;;
remereiait;;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
cure;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lavoir;;;;;;;;;;;;;;
plaeee;;;;;;;;;;;;;;
ches;;;;;;;;;;;;;;
des;;;;;;;;;;;;;;
multres;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
avuient;;;;;;;;;;;;;;
adop-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
comme;;;;;;;;;;;;;;
leur;;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
chez;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
hons;;;;;;;;;;;;;;
exemples;;;;;;;;;;;;;;
sous;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Elle;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
s';;;;;;;;;;;;;;
echappait;;;;;;;;;;;;;;
do;;;;;;;;;;;;;;
temps;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
temps;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
dames;;;;;;;;;;;;;;
Dumont;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
Comme;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
cherchait;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
ee;;;;;;;;;;;;;;
ui;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pouvait;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
plaisir;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
maltresse;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ello;PER;PER;PER;PER;PER;;;X;PER;;;;;X
avuait;;;;;;;;;;;;;;
de-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
mand6;;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
Mlle;;;;;;;;;;;;;;
Isaure;;;;;;;;;;;;;;
des;;;;;;;;;;;;;;
livres;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
papier;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
onseigner;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
lire;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
A;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
6erire;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
 ;MISC;MISC;;MISC;MISC;;;X;MISC;;;;;X
la;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
petite;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Louise;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
rand;PER;PER;PER;PER;PER;;;X;PER;;;;;X
euis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
faft;PER;PER;PER;PER;PER;;;X;PER;;;;;X
un;;;;;;;;;;;;;;
hon;;;;;;;;;;;;;;
eailloatage;;;;;;;;;;;;;;
devant;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
poerte;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Les;;;;;;;;;;;;;;
foins;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
moisson;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
passrent;;;;;;;;;;;;;;
sans;;;;;;;;;;;;;;
aeci;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
dents;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
eanne;;;;;;;;;;;;;;
faisait;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
bonne;;;;;;;;;;;;;;
asoupe;PER;PER;PER;PER;PER;;;X;PER;;;;;X
